TYPE,MODEL,FUEL,YEAR,DRIVEKM,PRICE
7,16,1,2015,123142,1650
7,16,1,2010,118544,850
7,31,1,2016,82933,1650
7,31,1,2009,130000,280
7,8,1,2013,104200,1560
7,61,1,2016,94944,1140
7,58,1,2018,75666,1380
7,127,1,2011,46169,700
7,120,1,2010,107052,680
7,31,1,2016,102584,1120
7,31,1,2015,80000,1580
7,31,1,2015,20000,1380
7,16,1,2015,40000,1580
7,61,1,2016,20000,1300
7,63,1,2010,100440,930
7,109,1,2013,107961,840
7,108,1,2017,71373,1230
7,16,1,2010,160873,730
7,61,1,2008,147022,370
7,16,1,2008,190000,470
7,127,1,2014,65059,970
7,53,1,2011,210000,1080
7,120,1,2013,230000,750
7,120,1,2004,330000,235
7,63,1,2003,270000,225
7,31,1,2014,90000,1099
7,123,1,2007,180000,320
7,16,1,2006,240000,420
7,31,1,2015,83000,1390
7,31,1,2009,150000,699
7,115,2,2020,4655,2250
7,16,1,2013,63138,1450
7,128,1,2017,33776,1450
7,31,1,2016,52753,1790
7,61,1,2009,168406,299
7,57,2,2019,14131,2180
7,16,1,2013,63138,1450
7,128,1,2017,33776,1450
7,31,1,2016,52753,1790
7,61,1,2009,168406,299
7,57,2,2019,14131,2180
7,108,1,2018,42415,1480
7,57,2,2019,5778,2080
7,16,1,2018,29729,2820
7,16,1,2018,38604,2950
7,128,2,2019,20388,1650
7,16,1,2018,20845,3050
7,16,1,2014,113309,1580
7,128,2,2018,5908,1720
7,16,1,2018,17012,2820
7,16,1,2013,59404,1650
7,63,1,2019,28240,2810
7,63,1,2018,17169,3050
7,16,1,2015,76702,1890
7,61,1,2011,141433,750
7,61,1,2011,88069,990
7,61,1,2012,129775,620
7,61,1,2016,30000,1480
7,63,1,2015,100000,1660
7,16,1,2015,118000,1690
7,128,1,2016,79000,1250
7,61,1,2013,141340,870
7,16,1,2008,161303,390
7,104,1,2017,37072,1570
7,16,1,2016,48896,2250
7,31,1,2009,195693,499
7,9,2,2019,17000,1730
7,16,1,2018,11600,2690
7,63,6,2020,5000,4400
7,31,1,2017,62329,1780
7,63,1,2015,66411,2020
7,16,1,2016,160000,1550
7,63,2,2010,107900,799
7,127,1,2011,75013,730
7,61,1,2017,48870,1830
7,31,1,2014,128037,1168
7,63,1,2016,57017,2019
7,63,1,2018,18197,2570
7,31,1,2016,25721,2030
7,16,1,2016,39000,2090
7,53,1,2011,118600,1520
7,108,1,2015,48857,950
7,61,1,2018,30000,1850
7,63,1,2016,135389,1620
7,31,1,2015,61966,1530
7,31,1,2013,39265,1280
7,108,1,2017,68253,1250
7,16,1,2018,59997,1999
7,120,1,2004,308429,199
7,61,1,2016,106268,1200
7,16,1,2013,176638,999
7,61,1,2007,145418,250
7,93,1,2007,309429,150
7,120,1,2012,144000,680
7,61,1,2017,24869,1860
7,61,1,2016,30000,1780
7,16,1,2010,78000,760
7,61,1,2008,137000,299
7,10,1,2010,127000,1060
7,128,2,2018,16000,1580
7,108,1,2014,94000,799
7,61,1,2019,34000,1770
7,128,1,2015,87382,1200
7,31,1,2015,78377,1230
7,16,1,2016,36329,2030
7,63,1,2015,179808,1270
7,16,1,2016,49000,1820
7,93,1,2009,150000,370
7,99,1,2014,60000,1030
7,10,1,2011,230000,890
7,109,2,2013,140000,690
7,127,1,2002,210000,170
7,128,2,2015,36100,1090
7,127,1,2013,79727,690
7,16,1,2015,87665,1670
7,31,1,2016,96336,1660
7,16,1,2018,45582,3050
7,31,1,2019,15000,2750
7,10,1,2011,106849,1500
7,31,2,2019,6838,2150
7,120,1,2014,259301,680
7,10,1,2012,95947,1330
7,61,1,2016,72649,1555
7,61,1,2016,75658,1589
7,128,1,2016,68467,1299
7,27,2,2017,30505,1839
7,16,1,2013,66751,1550
7,128,1,2017,26502,1550
7,61,1,2010,207394,480
7,109,1,2014,180442,620
7,31,1,2009,219734,400
7,53,1,2009,224429,790
7,127,1,2012,158786,450
7,61,1,2012,122093,620
7,31,1,2012,183601,640
7,109,1,2012,210784,450
7,127,1,2012,158786,450
7,61,1,2012,122093,620
7,31,1,2012,183601,640
7,109,1,2012,210784,450
7,61,1,2006,114932,150
7,127,1,2004,115057,170
7,46,6,2017,49000,2090
7,61,1,2010,97000,869
7,46,6,2018,30000,2190
7,61,1,2016,69000,1470
7,16,1,2013,119000,1290
7,61,1,2017,60000,1760
7,127,1,2013,87566,680
7,110,1,2017,39116,2090
7,53,1,2017,29566,3490
7,27,2,2017,29457,2070
7,128,1,2016,56091,1350
7,27,2,2019,5900,1930
7,16,1,2018,26114,2770
7,93,1,2008,177520,499
7,120,1,2007,160481,399
7,99,1,2015,101419,799
7,120,1,2012,225876,899
7,109,1,2012,178036,599
7,109,2,2009,187220,499
7,61,1,2005,157972,199
7,63,1,2014,191711,999
7,16,1,2009,198474,540
7,16,1,2018,23000,2950
7,110,2,2018,16823,2170
7,31,1,2012,97287,820
7,16,1,2008,182279,430
7,63,1,2011,212643,670
7,16,1,2014,119980,1490
7,16,1,2013,151665,1190
7,16,1,2013,144683,1250
7,46,6,2018,45312,2240
7,31,1,2013,142708,850
7,128,2,2015,56580,1180
7,53,1,2017,57348,2540
7,108,1,2015,76931,850
7,93,1,2007,104974,280
7,47,2,2020,7558,2450
7,53,1,2016,67164,2690
7,27,2,2019,17157,2050
7,61,1,2012,131174,740
7,63,1,2015,163114,1390
7,31,1,2013,125182,969
7,63,1,2012,88230,1199
7,128,2,2017,8628,1589
7,108,1,2015,62000,1120
7,61,1,2013,170000,770
7,63,1,2009,129000,790
7,31,1,2010,206910,550
7,127,1,2013,154000,430
7,104,2,2013,89766,750
7,110,1,2017,42097,1650
7,128,1,2017,38106,1250
7,61,1,2010,33556,699
7,61,1,2015,53440,1230
7,53,1,2014,100000,1830
7,16,1,2005,160000,220
7,127,1,2001,164000,250
7,63,1,2017,37961,2470
7,16,1,2019,12310,2880
7,16,1,2010,173166,550
7,31,1,2010,139406,610
7,16,1,2017,140000,1399
7,61,1,2017,37614,2150
7,99,1,2016,63000,1250
7,53,1,2010,210347,1120
7,16,1,2013,141001,1480
7,127,1,2014,91423,779
7,110,1,2017,61845,1699
7,16,1,2008,132987,650
7,120,1,2011,140360,699
7,109,1,2009,89000,560
7,61,1,2017,140769,1350
7,110,3,2020,818,2770
7,110,3,2020,202,2720
7,110,3,2020,60,2570
7,110,3,2020,123,2520
7,109,1,2008,105714,599
7,16,1,2009,178894,570
7,53,1,2011,182711,1290
7,53,1,2018,60000,2850
7,128,2,2017,29000,1350
7,61,1,2013,159353,690
7,16,1,2009,139801,580
7,128,1,2017,34031,1450
7,120,1,2013,160970,910
7,120,1,2004,110441,390
7,31,1,2009,154908,620
7,16,1,2016,140647,1490
7,27,2,2019,11602,1980
7,63,1,2011,134447,880
7,10,1,2010,151000,900
7,63,1,2019,17777,3030
7,99,1,2016,95194,1150
7,63,1,2016,152383,1690
7,63,1,2016,152383,1690
7,127,1,2011,199569,490
7,31,1,2012,277741,590
7,10,1,2009,240562,840
7,31,1,2005,179471,390
7,16,1,2015,89330,2100
7,16,1,2006,186441,390
7,16,1,2016,54097,1990
7,16,1,2017,59438,1940
7,16,2,2019,32822,3280
7,108,1,2017,27109,1450
7,128,2,2020,5109,2080
7,61,1,2019,17514,2450
7,58,2,2019,10650,1850
7,46,6,2016,37822,1699
7,63,1,2012,125000,950
7,61,1,2014,63053,990
7,61,1,2013,70000,950
7,128,2,2015,41502,1330
7,31,1,2015,86000,1670
7,16,1,2017,29000,2150
7,128,2,2017,28681,1750
7,63,1,2016,88369,1950
7,128,2,2017,51583,1350
7,128,2,2016,56376,1399
7,108,1,2016,92461,950
7,31,1,2015,130592,1399
7,16,1,2019,14318,3080
7,31,1,2015,88877,1599
7,120,1,2007,87878,429
7,63,1,2019,68506,2580
7,127,1,2013,97376,760
7,63,1,2017,30812,2700
7,16,1,2009,106999,650
7,63,1,2013,140000,1170
7,120,1,2008,140000,490
7,61,1,2011,169455,630
7,31,1,2011,164045,670
7,16,1,2008,128618,559
7,63,1,2009,195682,650
7,27,2,2017,60820,1550
7,16,1,2015,79504,2120
7,31,1,2009,223500,570
7,61,1,2015,90989,1310
7,127,1,2014,93447,880
7,110,2,2020,8,3250
7,128,2,2020,8,1790
7,63,1,2015,148889,1590
7,61,1,2014,107603,1030
7,16,1,2016,126905,1500
7,104,2,2015,38200,1040
7,31,1,2014,141300,1040
7,31,1,2010,198020,540
7,16,1,2010,103500,790
7,16,1,2012,134702,880
7,48,1,2000,107335,380
7,27,2,2020,1602,2240
7,16,1,2013,116972,1380
7,16,1,2011,182054,550
7,16,1,2015,194067,1280
7,16,1,2009,205000,490
7,16,1,2012,139137,980
7,63,1,2010,100503,870
7,16,1,2018,50721,2500
7,16,1,2015,125610,1470
7,16,1,2004,274873,170
7,16,1,2012,134702,880
7,8,1,2015,128272,1699
7,61,1,2014,102386,1090
7,127,1,2020,7030,2199
7,10,1,2009,270142,699
7,10,1,2010,331736,499
7,63,1,2011,223220,599
7,61,1,2014,152393,970
7,61,1,2018,29040,1860
7,16,1,2013,87256,1690
7,61,1,2012,111880,930
7,63,1,2015,96752,1685
7,16,1,2013,147847,1315
7,31,1,2016,62655,1475
7,16,1,2017,58870,1865
7,104,2,2019,14842,1550
7,99,1,2011,100746,790
7,31,1,2016,34944,1469
7,16,1,2012,31121,1590
7,126,1,2007,83000,380
7,127,1,2003,269500,290
7,53,1,2012,142426,1580
7,31,1,2010,116000,750
7,61,1,2012,132452,990
7,127,1,2019,30000,2590
7,61,1,2006,189998,250
7,108,1,2015,82778,899
7,99,1,2011,80595,699
7,31,1,2008,151261,299
7,108,1,2016,36393,1219
7,61,1,2014,107019,1099
7,61,1,2015,76649,1229
7,61,1,2009,141329,320
7,31,1,2014,97334,1020
7,63,1,2009,137000,729
7,128,2,2017,71000,1290
7,31,1,2016,113000,1190
7,16,1,2009,190000,470
7,61,2,2011,66000,990
7,128,1,2016,45000,1460
7,16,1,2015,73000,1720
7,99,1,2011,119000,790
7,109,1,2012,104000,830
7,16,1,2019,13000,3490
7,16,1,2009,133000,690
7,31,1,2009,170000,300
7,31,1,2016,78000,1730
7,61,1,2004,110000,270
7,61,1,2010,155929,710
7,8,1,2017,64156,2340
7,127,1,2014,85057,920
7,31,1,2012,142879,820
7,16,1,2013,122612,1370
7,31,1,2015,94758,1450
7,31,1,2011,123052,750
7,16,1,2013,115665,1400
7,127,1,2012,118412,590
7,63,1,2010,121924,790
7,31,1,2009,74036,690
7,63,1,2009,132420,790
7,53,1,2012,100000,1720
7,128,2,2018,31000,1470
7,16,1,2014,149000,1270
7,126,1,2006,122000,210
7,16,2,2009,128939,670
7,61,1,2017,73835,1630
7,53,1,2012,175607,1179
7,63,1,2018,85669,2499
7,61,1,2014,164926,880
7,61,1,2012,160000,650
7,61,1,2017,26000,1890
7,29,1,2002,193798,420
7,128,2,2016,62445,1270
7,61,1,2007,262039,265
7,61,1,2011,83165,930
7,108,1,2016,54641,1070
7,9,2,2020,1140,1450
7,16,1,2009,70000,599
7,126,1,2008,200000,220
7,31,1,2015,83000,1577
7,8,1,2014,107918,1350
7,120,1,2013,101334,790
7,16,1,2015,57887,1750
7,63,1,2017,71212,1980
7,99,1,2015,94133,790
7,63,1,2016,77057,1780
7,27,1,2017,39131,1830
7,109,2,2014,61770,1099
7,61,1,2014,126568,1130
7,58,2,2019,10015,1850
7,108,1,2019,6872,1799
7,16,1,2016,70860,1749
7,110,1,2016,42276,1850
7,31,1,2010,118155,660
7,63,1,2011,189473,890
7,108,1,2016,66550,1150
7,31,1,2011,82200,799
7,61,1,2013,95265,1300
7,16,1,2016,57304,1820
7,110,1,2016,65000,1850
7,61,1,2016,171736,1099
7,16,1,2012,145700,1190
7,61,1,2017,40000,1590
7,61,1,2016,101800,1290
7,61,1,2011,132900,890
7,128,1,2016,48600,1340
7,63,1,2010,131561,889
7,16,1,2012,62400,1529
7,63,1,2017,95568,1719
7,16,1,2018,38765,2479
7,61,1,2014,149000,990
7,31,1,2013,160000,990
7,127,1,2012,130000,760
7,127,1,2014,160000,890
7,128,2,2016,50500,1430
7,63,1,2017,40320,2550
7,27,2,2020,4219,2250
7,128,2,2015,71851,1150
7,61,1,2017,80760,1460
7,8,1,2017,78304,1830
7,16,1,2003,226000,130
7,63,1,2012,119000,1170
7,31,1,2016,83171,1390
7,31,1,2016,175660,899
7,127,1,2014,82667,880
7,16,1,2016,23985,2350
7,31,1,2013,72318,1190
7,8,1,2015,128805,1579
7,31,1,2016,55000,1570
7,16,1,2012,78260,1350
7,34,1,2019,47836,3700
7,63,1,2018,50373,3000
7,61,1,2016,113000,1490
7,16,1,2012,78260,1350
7,34,1,2019,47836,3700
7,63,1,2018,50373,3000
7,61,1,2016,113000,1490
7,53,1,2019,13700,4940
7,16,1,2014,89052,1450
7,110,1,2016,105835,1580
7,31,1,2017,76387,1550
7,128,1,2018,40145,1550
7,16,1,2016,102410,1550
7,61,2,2017,51800,1390
7,120,1,2013,152739,900
7,120,1,2015,111309,1190
7,16,1,2017,30035,2250
7,58,1,2018,51800,1600
7,127,1,2011,179000,485
7,31,1,2007,88456,330
7,99,1,2012,94703,780
7,31,1,2008,161158,290
7,31,1,2010,165452,680
7,31,1,2015,85897,1580
7,128,2,2015,35000,1380
7,31,1,2015,70715,1690
7,63,1,2015,44000,2090
7,61,1,2014,49000,1390
7,61,1,2013,45000,1420
7,16,1,2006,180693,380
7,61,1,2018,34761,2350
7,61,1,2012,113473,980
7,128,2,2015,84433,1199
7,58,1,2017,52580,1400
7,128,2,2019,7758,1850
7,48,1,2001,306217,350
7,31,1,2008,163200,300
7,10,1,2007,211319,730
7,53,1,2008,171432,870
7,10,1,2007,220306,540
7,94,1,2019,18040,2990
7,16,1,2018,28073,2890
7,63,1,2018,26865,2990
7,63,1,2017,8935,2990
7,63,1,2016,49608,2290
7,16,1,2018,16325,2790
7,16,1,2018,17540,2860
7,120,1,2017,73753,2530
7,31,1,2015,134105,1030
7,61,1,2014,105557,1090
7,63,1,2009,85375,800
7,128,1,2016,25337,1400
7,31,1,2016,60149,1750
7,104,1,2018,31323,1530
7,2,1,2000,134681,380
7,8,1,2014,119691,1680
7,16,1,2012,134005,1320
7,128,2,2017,16456,1630
7,61,1,2010,113105,940
7,16,1,2017,42708,2100
7,31,1,2009,240843,340
7,53,1,2017,88859,2750
7,61,1,2016,33603,1470
7,16,1,2019,9302,2720
7,63,1,2010,255000,590
7,53,1,2010,175500,1070
7,31,1,2015,134105,1030
7,61,1,2014,105557,1090
7,61,1,2015,130617,1080
7,31,1,2016,40349,1850
7,16,1,2016,117000,1430
7,31,1,2011,133000,700
7,63,1,2016,81552,1850
7,9,2,2019,10600,1920
7,61,1,2016,56042,1320
7,2,2,1993,26500,2800
7,16,1,2008,171214,390
7,31,1,2015,105311,1340
7,93,1,2009,257990,199
7,61,1,2009,132605,360
7,63,1,2008,150000,420
7,63,1,2007,150000,350
7,63,1,2006,168000,270
7,61,1,2015,98896,1229
7,31,1,2018,24000,2290
7,128,2,2015,40112,950
7,128,2,2019,38000,1399
7,31,1,2016,66289,1499
7,31,1,2011,150800,640
7,46,6,2018,44000,2250
7,8,1,2016,135388,1790
7,16,1,2018,21800,2690
7,31,1,2014,92500,1230
7,16,1,2018,35100,3070
7,61,1,2016,105314,1090
7,16,1,2015,111136,1499
7,8,1,2016,61632,2500
7,31,1,2009,131836,599
7,16,1,2014,112290,1380
7,16,1,2014,146029,1299
7,63,1,2009,213200,690
7,29,1,2003,252000,150
7,29,1,2001,280000,130
7,31,1,2006,174300,240
7,16,1,2016,118971,1840
7,110,1,2017,103576,1580
7,63,1,2016,118540,1660
7,31,1,2016,133333,1390
7,27,2,2017,51782,1630
7,10,1,2009,177000,900
7,61,1,2015,90899,1320
7,104,2,2013,49939,740
7,8,1,2014,130499,1540
7,63,1,2009,320000,490
7,16,1,2013,170000,999
7,128,2,2016,30000,890
7,128,1,2016,180000,630
7,10,1,2012,116810,1199
7,104,2,2013,65738,860
7,109,1,2015,104848,960
7,63,1,2010,238619,520
7,128,1,2018,65777,1399
7,127,1,2015,54067,1099
7,108,1,2014,101866,670
7,53,1,2013,128700,1789
7,16,1,2017,25700,2230
7,16,1,2014,113000,1430
7,61,1,2016,131046,950
7,61,1,2016,70800,1630
7,128,1,2016,99415,890
7,108,1,2015,97617,800
7,61,1,2013,8555,1500
7,108,1,2014,88858,730
7,109,1,2013,182319,630
7,16,1,2011,128500,700
7,16,1,2009,165451,439
7,128,2,2018,31709,1490
7,16,1,2018,44434,2460
7,61,1,2016,92549,960
7,16,1,2018,48479,2790
7,46,6,2018,28023,2190
7,16,1,2009,130807,590
7,16,1,2009,151409,690
7,27,2,2017,55069,1670
7,120,1,2016,85678,1480
7,27,2,2017,20797,1750
7,61,1,2016,96687,1330
7,16,1,2013,110388,1330
7,16,1,2014,127367,1300
7,31,1,2009,158000,350
7,128,2,2017,62162,1280
7,16,1,2015,97349,1850
7,53,1,2016,64256,3050
7,16,1,2014,120941,1550
7,16,1,2014,187135,1250
7,31,1,2009,209756,530
7,8,1,2016,71008,2270
7,128,1,2016,35251,1450
7,61,1,2015,84109,1399
7,31,1,2009,144744,699
7,31,1,2014,175000,780
7,10,1,2011,127000,1230
7,61,1,2016,59400,1480
7,63,1,2010,302158,550
7,61,1,2009,132497,430
7,63,1,2006,169358,250
7,16,1,2016,159000,1399
7,31,1,2017,42571,1720
7,31,1,2019,39911,2150
7,8,1,2013,75700,1640
7,16,1,2008,239836,390
7,31,1,2015,78074,1250
7,63,1,2015,70000,1880
7,16,1,2010,184000,599
7,120,1,2013,83900,1120
7,61,1,2012,75000,980
7,31,1,2017,69000,1589
7,16,1,2016,76124,1530
7,16,1,2012,152691,1130
7,31,1,2016,96409,1350
7,31,1,2016,85684,1250
7,63,1,2016,147316,1550
7,63,1,2017,106622,1870
7,61,1,2015,44415,1670
7,63,1,2009,198869,590
7,16,1,2013,126000,980
7,16,1,2006,120562,320
7,16,1,2014,111665,1300
7,31,1,2015,77703,1490
7,109,1,2009,143519,335
7,16,1,2009,187487,590
7,108,1,2015,172621,699
7,16,1,2014,64000,1670
7,61,1,2014,51000,1470
7,127,1,2012,130000,620
7,128,2,2015,20000,1320
7,104,1,2015,115000,790
7,108,1,2017,74937,1060
7,10,1,2010,331000,850
7,104,1,2015,61462,1070
7,63,1,2010,134813,799
7,16,1,2016,68686,1850
7,127,1,2019,16000,2577
7,63,1,2010,134813,799
7,104,1,2015,61462,1070
7,16,1,2016,68686,1850
7,120,1,2007,270000,333
7,127,1,2019,16000,2577
7,61,1,2008,150000,277
7,16,1,2009,120000,599
7,16,1,2006,88000,555
7,63,1,2015,105158,1700
7,31,1,2014,107100,899
7,120,1,2017,107901,2199
7,63,1,2016,61897,2140
7,61,1,2009,100000,490
7,8,1,2015,80500,2080
7,27,2,2018,39000,1699
7,99,1,2013,152000,790
7,16,1,2008,192382,370
7,61,1,2017,69382,1470
7,128,2,2015,33314,1210
7,46,6,2018,78941,1699
7,16,1,2013,95891,1199
7,128,1,2016,95770,930
7,63,1,2016,101505,1599
7,61,1,2016,81319,1330
7,108,1,2015,58557,999
7,63,1,2016,102425,1550
7,31,1,2013,66728,1170
7,16,1,2006,223570,350
7,61,1,2017,115650,1120
7,128,1,2016,89038,999
7,31,1,2014,127038,1099
7,16,1,2016,128053,1230
7,61,1,2016,105310,1270
7,16,1,2016,131328,1230
7,61,1,2019,21448,2130
7,128,2,2015,117975,899
7,61,1,2016,116142,1150
7,31,1,2016,94954,1299
7,128,1,2015,110788,920
7,99,1,2012,105580,699
7,108,1,2016,89479,950
7,31,1,2011,128231,750
7,31,1,2016,113904,1199
7,46,6,2018,28161,2590
7,27,5,2019,6201,2980
7,120,1,2004,226811,140
7,31,1,2016,49034,1450
7,128,1,2017,91217,1040
7,61,1,2015,54785,1680
7,128,2,2018,36029,1580
7,57,2,2020,1067,2230
7,27,1,2018,41650,1530
7,109,2,2014,130925,780
7,110,1,2018,105392,1550
7,61,1,2009,167460,430
7,128,1,2016,23560,1380
7,16,1,2011,136655,700
7,16,1,2015,86022,1580
7,16,1,2012,212609,620
7,61,1,2019,8297,2199
7,31,1,2018,43427,1730
7,16,1,2019,56012,2520
7,128,2,2018,26000,1520
7,16,1,2016,153000,1450
7,31,1,2016,35000,1720
7,34,1,2019,85462,3699
7,16,1,2018,58000,2399
7,16,1,2008,127024,420
7,93,1,2009,200000,290
7,120,1,2004,190000,280
7,61,1,2013,97000,920
7,127,1,2014,94541,890
7,27,2,2018,37338,1760
7,27,1,2018,21222,1790
7,16,1,2017,22205,2130
7,16,1,2008,156000,490
7,31,1,2017,50379,1748
7,63,1,2018,63280,2680
7,120,1,2009,126510,690
7,61,1,2015,103000,1560
7,123,1,2009,148462,455
7,27,1,2018,25060,1730
7,2,1,1993,310000,990
7,16,1,2016,101216,1880
7,31,1,2006,237115,180
7,127,1,2013,108468,730
7,120,1,2012,102076,1080
7,16,1,2018,65193,2730
7,31,1,2011,186897,580
7,16,1,2015,73644,2040
7,16,1,2012,65591,1550
7,108,1,2015,63635,990
7,127,1,2013,168764,470
7,61,1,2016,78700,1300
7,46,6,2017,47879,1960
7,31,1,2016,99844,1440
7,31,1,2016,134875,1330
7,10,1,2014,117960,2060
7,16,1,2017,66637,1870
7,31,1,2016,49432,1500
7,16,1,2015,73644,2040
7,16,1,2012,65591,1550
7,108,1,2015,63635,990
7,127,1,2013,168764,470
7,46,6,2017,47879,1960
7,61,1,2016,78700,1300
7,16,1,2017,66637,1870
7,10,1,2014,117960,2060
7,31,1,2016,49432,1500
7,31,1,2016,99844,1440
7,31,1,2016,134875,1330
7,31,1,2016,70668,1470
7,63,1,2012,151091,1020
7,16,2,2019,8331,2890
7,16,1,2018,21640,2750
7,16,1,2018,25352,2470
7,63,1,2017,50580,2080
7,61,1,2017,81290,1580
7,61,1,2017,91500,1580
7,109,1,2011,80657,699
7,16,1,2008,194642,450
7,31,1,2015,55241,1599
7,127,1,2013,107369,770
7,31,1,2015,107733,1059
7,31,1,2007,106795,230
7,31,1,2008,216313,199
7,61,1,2007,205382,199
7,61,1,2013,88787,979
7,61,1,2014,79035,1000
7,63,1,2012,197002,770
7,61,1,2013,189629,770
7,31,1,2015,116913,1300
7,16,1,2009,236411,420
7,31,1,2014,61742,1230
7,104,2,2019,8400,1750
7,127,1,2002,158161,250
7,31,1,2014,53903,1190
7,109,1,2008,230242,320
7,128,1,2016,64839,1350
7,63,1,2005,253389,240
7,108,1,2017,72545,1270
7,16,1,2016,117337,1790
7,53,1,2016,67328,2980
7,61,1,2016,26135,1640
7,109,1,2008,148770,440
7,31,2,2007,48625,440
7,61,1,2005,100906,270
7,120,1,2014,162017,1180
7,63,1,2009,106600,700
7,128,2,2017,38000,1450
7,61,1,2012,102000,920
7,127,1,2012,127000,400
7,16,1,2015,136883,1530
7,16,1,2009,149172,630
7,53,1,2010,226550,880
7,61,1,2012,187056,649
7,128,2,2017,29389,1450
7,58,1,2018,53500,1220
7,16,1,2012,192000,960
7,61,1,2019,48000,1899
7,127,1,2004,115565,299
7,61,2,2012,142954,900
7,61,1,2016,116536,1010
7,16,1,2009,92298,600
7,93,1,2009,163837,370
7,8,1,2015,193301,1240
7,31,1,2016,28000,2069
7,63,1,2017,36188,2580
7,46,6,2017,31000,2249
7,61,1,2009,188316,350
7,16,1,2018,42518,2870
7,61,1,2012,88178,1050
7,63,1,2003,185399,190
7,63,1,2010,166410,791
7,16,1,2016,150864,1681
7,109,2,2012,71650,850
7,16,1,2014,118825,1550
7,31,1,2011,128631,760
7,63,1,2017,53901,2390
7,61,1,2018,75300,1830
7,108,1,2014,71909,850
7,27,2,2017,30887,1890
7,63,1,2013,206346,990
7,27,2,2018,21000,2180
7,127,2,2019,4244,2589
7,128,1,2016,61106,1219
7,104,2,2016,65794,999
7,10,1,2009,195463,599
7,16,1,2014,98314,1438
7,31,1,2015,90019,1388
7,31,1,2015,72913,1688
7,16,1,2013,162799,1258
7,61,1,2016,66587,1808
7,63,1,2011,174266,619
7,120,1,2015,33011,1650
7,120,1,2011,110000,540
7,108,1,2015,47212,899
7,31,1,2014,183128,890
7,61,1,2009,107991,460
7,61,1,2010,173000,730
7,31,1,2011,149660,750
7,16,1,2007,65556,520
7,63,1,2010,94987,910
7,57,1,2019,34298,2130
7,31,1,2020,1276,2690
7,128,2,2015,46249,1249
7,31,1,2017,139931,1449
7,61,1,2012,192064,749
7,61,1,2014,80931,1149
7,108,1,2016,62960,999
7,63,1,2014,99209,1899
7,120,1,2007,253000,350
7,128,2,2015,48549,1090
7,104,2,2013,144375,620
7,61,1,2017,21563,1950
7,61,1,2012,169300,730
7,16,1,2013,78876,1430
7,27,1,2017,69790,1630
7,63,1,2016,43245,2290
7,16,1,2016,91168,1900
7,16,1,2016,65631,1790
7,16,1,2016,53299,2100
7,93,1,2006,113009,290
7,27,2,2019,4921,1799
7,16,1,2017,82758,2039
7,16,1,2013,141761,1295
7,61,1,2014,66997,1160
7,123,1,2008,115000,370
7,31,1,2007,205000,210
7,61,1,2017,72669,1280
7,104,2,2016,80000,950
7,104,2,2016,80000,950
7,128,2,2018,20781,1630
7,57,2,2020,7608,2660
7,53,1,2012,93744,1850
7,127,1,2019,13000,2550
7,110,1,2018,50000,2350
7,31,1,2017,51637,2200
7,126,1,2010,84876,1330
7,16,1,2007,149307,680
7,31,1,2007,128536,470
7,53,1,2011,116000,1590
7,31,1,2015,45700,1590
7,31,1,2016,72692,1599
7,31,1,2016,145896,1130
7,128,1,2017,35656,1099
7,16,1,2005,185000,189
7,120,1,2010,171801,520
7,63,1,2010,162095,830
7,61,1,2016,133897,970
7,16,1,2014,72254,1580
7,27,2,2017,32242,1750
7,99,1,2012,88500,720
7,29,1,2004,220000,350
7,127,1,2001,155284,270
7,16,1,2006,134114,690
7,127,1,2003,163875,290
7,127,1,2003,169878,250
7,128,2,2016,28569,1349
7,123,1,2009,166116,490
7,63,1,2011,235271,890
7,16,1,2007,162906,690
7,123,1,2009,119912,550
7,61,1,2006,140839,349
7,16,1,2004,195575,350
7,63,1,2005,274215,450
7,63,1,2006,146405,449
7,126,1,2008,183756,249
7,63,1,2008,125654,449
7,126,1,2007,180174,149
7,63,1,2015,87381,1949
7,63,1,2009,166693,990
7,61,2,2011,103635,949
7,31,1,2017,62179,1749
7,31,1,2011,94021,1049
7,120,1,2017,61585,2999
7,16,1,2018,22868,2599
7,61,1,2011,125135,999
7,31,1,2009,120546,399
7,31,1,2017,41155,1899
7,31,2,2016,32315,2099
7,16,1,2015,78373,1649
7,61,1,2011,149448,820
7,61,1,2017,21543,2059
7,61,1,2012,186865,740
7,61,1,2014,93936,1169
7,61,1,2014,76061,1210
7,31,1,2018,45641,2599
7,16,1,2013,86335,1390
7,31,1,2013,79605,1189
7,104,2,2016,69106,1190
7,61,1,2013,108923,1040
7,31,1,2009,133470,780
7,16,1,2007,165420,380
7,128,1,2016,38222,1050
7,109,1,2011,125230,699
7,63,1,2017,129868,1760
7,16,1,2015,117257,1490
7,31,1,2007,131230,299
7,120,1,2011,185074,630
7,109,1,2011,125230,699
7,31,1,2007,131230,299
7,63,1,2014,127413,1670
7,120,1,2011,185074,630
7,34,1,2019,3152,4590
7,16,1,2014,100568,1480
7,63,1,2012,200337,770
7,27,1,2018,6400,1940
7,61,1,2015,82417,1250
7,127,1,2019,8700,1950
7,61,1,2014,63535,1280
7,63,1,2010,58228,1049
7,127,1,2014,127648,649
7,63,1,2018,52777,2499
7,63,1,2009,94844,880
7,109,2,2014,73412,950
7,63,1,2009,75850,759
7,127,2,2019,8646,2120
7,61,1,2013,115331,870
7,127,1,2012,135932,459
7,31,1,2013,65501,990
7,10,1,2011,197618,970
